NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190001004714;2019;1500800;Ananindeua;15;PA;47;F;2;2;1;1501402;Belém;15;PA;1;13;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;C;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;A;A;A;A
190001004715;2019;1506559;Santa Luzia do Pará;15;PA;18;F;1;2;1;1502202;Capanema;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502202;Capanema;15;PA;1;1;1;1;505;507;511;518;470.4;424.2;501.9;532.7;CEABAEBEEDBCAAEDEACEBCCBDAEBABDDBCDABABDCDBAD;CBEEDBCAAADBBEADBECADEEADEEABCDADAEBCCEEACBAA;99999BEAEEBEAACEDCCEABAECDCCDDECADEEEEDCBDCDDCDCDD;DCCDACBDBDEADBCCABCADAEBBDBDBDBCAECBDCADBACAE;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;140;100;140;100;600;B;B;A;A;3;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
190001004716;2019;1505809;Portel;15;PA;25;F;1;3;1;1501808;Breves;15;PA;1;7;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501808;Breves;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;C;B;B;6;C;A;B;D;A;B;B;A;A;A;A;A;A;C;A;A;C;A;A;A
190001004717;2019;1500107;Abaetetuba;15;PA;16;F;1;3;1;1500107;Abaetetuba;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500107;Abaetetuba;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;C;A;F;3;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004718;2019;1508308;Viseu;15;PA;28;F;1;3;1;1508308;Viseu;15;PA;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;504;508;512;516;370.3;494.7;429.4;427.8;AAECDCAEABEEDECEBDBDEECBADCBDABDBDEADAAEBCBDA;DBACECBAAEDBDDEBDBDECDBCDCDBEAECADCBCDDCAAEBC;99999CBDEACBCDEBECCCCECCDCDAEACBDADDBEDBCDBDECDEBB;EBCDAADEBDACAACBCAEAEBCEDACBDABCADEEBEECADDBD;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;80;120;80;80;40;400;C;C;A;A;5;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004719;2019;1501402;Belém;15;PA;20;F;1;1;1;1501402;Belém;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;506;507;511;517;504.6;392.6;505.1;532.2;BCCDDDBADCBCDEBCECBAEEDCBDABDEBACDBCADEEBBCDB;EAECAAABDBCBEACBCDADBECBDBCADBEABDDABDCDEBCDB;99999ABAAECCBAADAEEBEADEBADBCCDECDCACBDCADBBEBCADA;DBACDBECBDEBDCBDAAADCDCBDBCDBCBCBEBBDAEBCDBEC;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;140;120;120;140;640;D;E;C;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
190001004720;2019;1501402;Belém;15;PA;19;F;1;1;1;1501402;Belém;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;507;511;518;423.1;487.2;528.3;480.4;BEABCCADCDAECBDDEBEBCCEBEACBCACEDDCBAADDEDCCD;BCECACCAABCDACAAEECDBCEACABCBDBCAECEADBEEBCCB;BEADA99999CCBADDDABBAAAEECEEECDCECCCCBDAADEBEDEBBD;BCBCABCEADECBECDCDCACEEBEBEBBDBCAEAACDDCECCDC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;100;120;100;100;80;500;D;E;C;F;6;C;A;C;C;A;A;C;B;B;A;A;A;A;D;B;B;C;B;B;B
190001004721;2019;1501402;Belém;15;PA;20;F;1;3;1;1501402;Belém;15;PA;2;0;2;1;0;15209008;1501402;Belém;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;504;507;511;516;472;341.5;520.7;467.4;CEBDDABEDCBEEADECBADCBEEDBEAABCACBDEBEADCAECA;CBCEEAABCBADCDCBCADBEADCBCDEABBAABBCDBEEEBCCA;99999CBDDEBCEADEEBBECAAECDCEECB*EEABEBAABDCDEDDAAA;ABEEECDBAAACBDEEADDAEDCAAEEEBCEDEBAECCACBEEBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;140;140;140;160;720;E;B;C;B;6;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;B;B;B
190001004722;2019;1501402;Belém;15;PA;35;F;2;1;1;1501402;Belém;15;PA;1;12;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;503;508;512;515;423.2;499.1;441;427.2;DDEACAECCC*BCDBAACDACCBAEBBCEEEAECABBCECBBEAA;CDCAACCAAADEACBBEBAAEECDABDEBAEAABEDCABABAABC;99999ECBCECEBBABECCCECECCEECCDECEEEDADDDDECEDDBDBA;DDBEADEBBCADCEEACABECBCEBADECADCEDAACBDABABCE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;120;100;120;560;C;A;B;B;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;B;A;A;B
190001004723;2019;1505502;Paragominas;15;PA;30;F;1;2;1;2900900;Almadina;29;BA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505502;Paragominas;15;PA;1;1;1;1;506;509;514;517;451.9;515.7;570.9;511.6;AEDDBBABDCACBEDDBBCBDAAECDDABDEABBBCCBAEECCCE;BCACAEABDBDAADEDEDBADECECDBEDEDABBCACEDECDAEB;99999ABBEAAECBCCEBEBAAADDADCDECADBEDBCAAAECBEBEBEC;ABCABCBCBEECDCACBDCEADEBECAECBCECDAAACEDEECBC;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;160;120;120;120;660;B;B;A;A;5;C;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;A
190001004724;2019;1500800;Ananindeua;15;PA;20;F;1;2;1;1501402;Belém;15;PA;1;3;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;503;507;511;515;422.4;461.6;466.2;388.8;DAEABABBDDECABECBAEDDDAACDBAABBEBADDABCDEBDCA;ECBACEAA*BDCBEACEBDDEBACAABDBACCAADBCBCEBEBAB;99999BDDADEABCBECACCAEDEBBCBEAEAECBBAEAAEDABEACEAD;EABBCCBEEEDABAEBDCDBBAACBAECBDDCEABABDACDDAEE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;120;160;120;620;E;E;F;B;3;B;B;B;C;A;A;B;A;B;A;A;A;A;B;B;A;D;A;A;A
190001004725;2019;1505536;Parauapebas;15;PA;20;F;1;3;1;1505536;Parauapebas;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;A;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004726;2019;1507904;Soure;15;PA;18;F;1;3;1;1507904;Soure;15;PA;2;0;2;1;0;15033813;1507904;Soure;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507904;Soure;15;PA;1;1;1;1;503;510;513;515;427.5;479.9;530.2;421.1;ADADCDDEDDCAACCCCBBDDDABCECDECBADCECDCDDAAABB;EBACCCDBAEBBEEAEDDACDCACACBDEBBDEEABBEDBABAEE;BDBCA99999BBBCBEEADECADDEAACCCBDECBDDCEADDEAACCACC;ACBEEBBCBDCCADDBECABDDEAAACEACBCDEEDBCECBDEAB;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;180;120;140;180;720;H;H;F;B;5;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004727;2019;1500800;Ananindeua;15;PA;19;F;1;3;1;1500800;Ananindeua;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;B;6;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
190001004728;2019;1507474;São João de Pirabas;15;PA;20;F;1;3;1;1501402;Belém;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506203;Salinópolis;15;PA;1;1;1;1;503;507;511;515;351.5;460.8;431.4;438.4;EEDAEBBACDDDDBACCCEDBECDDDCDBDCBACEDCEEDCECDD;AAEADBAAABEEECEADECCEBBCAEEDCCDEDDCBACBECEEDE;99999CACABEDBBCEBEADAACEDBBBEADCEDDAABECACEAEDAEDB;ACCEACCDACBCBDAEBCBCEBCBCEACBCCDBBABDDDDDBDED;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;100;80;80;20;400;B;C;B;A;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004729;2019;1501303;Barcarena;15;PA;18;F;1;3;1;1501303;Barcarena;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501303;Barcarena;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;H;F;F;4;B;A;B;C;A;A;B;A;A;A;A;A;A;C;A;A;A;A;B;A
190001004730;2019;1500800;Ananindeua;15;PA;21;M;1;3;1;1501402;Belém;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;505;507;511;518;454.2;592.8;555.6;551.9;BBDCAEEABDBCCEABBBADBECCDECACBAECDAABAADDCCED;EAEACBABABDCBCACEACCECCEEDBCBEDDDADBADBEEDCCE;BAABE99999CABAABDCECDDDECEEECBEABCAECDAAADCDDEEEBB;EBDBABCBCDAECEAECBABCBADAEDBAEBEBBEADBEDEECEC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;120;100;600;F;E;C;B;4;G;A;C;D;B;C;B;B;B;A;A;A;A;E;B;A;E;B;B;B
190001004731;2019;1504208;Marabá;15;PA;18;M;1;3;1;1504208;Marabá;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;503;510;513;515;635;578.9;635;751.2;AAECACDEADBCBDEABCACDEAEBBCDBBBEECDDAEDEBDCBB;EABCCEDBCBBBABAEEBABCECAADBBEACCCAEAAEDBDADBA;99999DCABABBBCECDAAECEDCBAAACCBDBCDCEEDEBAECBDBECC;EEEADBECABCCDDBDCEBEDAECCBBACEDCEACEBACCACBAA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;200;200;180;160;900;E;D;D;A;4;G;A;C;D;B;C;B;B;A;A;B;A;B;C;B;A;E;A;A;B
190001004732;2019;1500958;Aurora do Pará;15;PA;25;F;1;3;1;1504059;Mãe do Rio;15;PA;1;4;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504059;Mãe do Rio;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;B;A;A;5;C;D;B;C;A;B;B;A;B;A;A;A;A;B;B;B;D;A;A;B
190001004733;2019;1501402;Belém;15;PA;18;M;1;1;1;1501402;Belém;15;PA;2;0;3;1;0;15038424;1501402;Belém;15;PA;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;504;508;512;516;575.2;554;532.1;702.2;ABDDCEDBEBBBECCAADDEABCEBBABDECECCECDDCADBDAD;ABDEBCBACCEBADCACCAEEDBBDEDEBACCBEEAEBAAAACBC;BDEBA99999CDADEDCBCECBDEDBDDCCADCBDCAAAAECAECAABBA;AAAEECCADDEBABAECDBAAEDBDCAAACADECADCEDCCEABA;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;180;140;160;160;800;F;F;E;E;3;H;B;D;D;C;A;B;B;B;B;B;B;A;C;A;A;D;B;B;B
190001004734;2019;1500909;Augusto Corrêa;15;PA;18;F;1;1;1;1500909;Augusto Corrêa;15;PA;2;0;2;1;0;15054900;1500909;Augusto Corrêa;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500909;Augusto Corrêa;15;PA;1;1;1;1;504;508;512;516;461;449.9;498.2;450.4;DCCDBDBEEEDBDDCCBBCDABBEDBBDBCBBCDDCCCEDBBBDC;EACADBBDCCCBECDBAEECADEDEABBABEEEDDECEBAEECEE;99999BEEABCCBBCCEEDDCDBCDBBEAAEBCECADDCBEEBECACEEA;DBCABBDABBCEABDDDEEBBEECCEDECAEDCBCCCCCBAAAAC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;100;120;0;440;A;B;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
190001004735;2019;1507300;São Félix do Xingu;15;PA;23;F;1;3;1;1505437;Ourilândia do Norte;15;PA;1;7;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507300;São Félix do Xingu;15;PA;1;1;1;1;504;510;513;516;426.2;578.1;551.5;499.9;CDCBEDAEECBBDDAABECEACDCBECBDCDEEBCECDDEABBAC;EECCCEDBADBEAAAAEBAECEAAAAEEEBACCAC*CEAEDAECE;99999BABCDABBCBDDAAECADBDDADDCBCEEDCAEBCEAEABDEBEC;CBDEBBCBDEBCABCDBDEDADCCBEDBCAECEBEBDEBAEECBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;120;120;40;500;E;C;A;A;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
190001004736;2019;1505536;Parauapebas;15;PA;18;F;1;3;2;;;;;2;0;2;1;0;15167453;1505536;Parauapebas;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;1;1;1;1;506;507;511;517;465;570.9;574.2;614;DBCCAEDEECACCEBBDABEDAADCDBBEECBADABAABBCDEDD;BCECABCACBECADEAEBCBCADCEABEEADBAADAABBDEAADE;BECDE99999CCBAABADEBDAAECADECCECECCCEBDABDADBCCCCB;DBCAEAECEEAADBCBDBAABDEACEAEDADBCEACEADBAECEC;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;160;160;120;140;720;B;E;C;B;7;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
190001004737;2019;1501204;Baião;15;PA;21;F;1;3;1;1501204;Baião;15;PA;2;0;2;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501204;Baião;15;PA;1;1;1;1;504;508;512;516;364.9;391.5;465.2;435.6;DAEDEDB*BBD*ACBDCACDDBE*BCA*ED*ABDAED*BDAADCB;DCEACBABDDABBDABCDABEDAADCBCBABEDBCEBACBAEBDD;99999DADDCEADBADBC*DBEECEDCBADCBEDDADDABCBDACAD**B;DACEBDAECBCECADEBCDBACEACDBDACABCBEACBDBD*CEC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;3;0;0;0;0;0;0;B;B;A;A;6;A;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
